lot_id,die_id,start_time,test_txt,pin,test_result,hard_bin,soft_bin
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,VREAD,0,0.8152358539877216,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,IWRITE,0,2.292003178751901,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,TPROG,0,15.750451195806457,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,VERASE,0,1.2940564716391214,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,ICELL,0,0.8048964811346163,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,VTH,0,0.4348910246568841,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,IBIAS,0,0.30383521209501857,10,10
LOT_FAIL_10,DIE_F10_0000,2025-01-01 00:00:00,TREAD,0,7.8418787038282085,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,VREAD,0,0.7991599421247856,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,IWRITE,0,2.329391214485284,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,TPROG,0,15.879397974862828,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,VERASE,0,1.2777791935428948,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,ICELL,0,1.0066030697561217,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,VTH,0,0.5563620603484016,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,IBIAS,0,0.3140252802675614,10,10
LOT_FAIL_10,DIE_F10_0001,2025-01-01 01:00:00,TREAD,0,7.570353768558381,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,VREAD,0,0.818437539204125,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,IWRITE,0,2.3082234798342003,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,TPROG,0,15.878450301307273,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,VERASE,0,1.1950074089013747,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,ICELL,0,0.9815137636454739,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,VTH,0,0.46595352277980295,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,IBIAS,0,0.3366762401602209,10,10
LOT_FAIL_10,DIE_F10_0002,2025-01-01 02:00:00,TREAD,0,7.922735258965599,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,VREAD,0,0.7785836088918446,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,IWRITE,0,2.429573289902354,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,TPROG,0,15.532309185553348,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,VERASE,0,1.2365444064364077,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,ICELL,0,1.0412732611595987,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,VTH,0,0.5215410501503941,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,IBIAS,0,0.3642494280261138,10,10
LOT_FAIL_10,DIE_F10_0003,2025-01-01 03:00:00,TREAD,0,7.796792491807692,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,VREAD,0,0.7743878635464232,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,IWRITE,0,2.3372454543504246,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,TPROG,0,15.615979422575496,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,VERASE,0,1.312897229272089,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,ICELL,0,0.9886052542345125,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,VTH,0,0.4579921761518736,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,IBIAS,0,0.2752655635292628,10,10
LOT_FAIL_10,DIE_F10_0004,2025-01-01 04:00:00,TREAD,0,8.32529639391235,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,VREAD,0,0.8371627085601722,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,IWRITE,0,2.608630853661039,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,TPROG,0,14.334490292711306,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,VERASE,0,1.223216132306672,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,ICELL,0,1.0116685809140729,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,VTH,0,0.5109344298364507,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,IBIAS,0,0.32614286333844567,10,10
LOT_FAIL_10,DIE_F10_0005,2025-01-01 05:00:00,TREAD,0,8.111797774387341,10,10
LOT_FAIL_10,DIE_F10_0006,2025-01-01 06:00:00,VREAD,0,0.8339456781535948,10,10
LOT_FAIL_10,DIE_F10_0006,2025-01-01 06:00:00,IWRITE,0,2.5135158138977785,10,10
LOT_FAIL_10,DIE_F10_0006,2025-01-01 06:00:00,TPROG,0,15.289119398689984,10,10
LOT_FAIL_10,DIE_F10_0006,2025-01-01 06:00:00,VERASE,0,1.263128822583854,10,10
LOT_FAIL_10,DIE_F10_0006,2025-01-01 06:00:00,ICELL,0,0.8542844180144333,10,10
